,current_location,current_work,previous_work,latest_Education,major,search_school,latitude,longitude,state,county,city,fips,current_company,previous_company,current_company_industry,previous_company_industry
1701, Boston,"Director of Human Resources, BDI Surgery, Sales & Regulatory at BD","Senior Director of Human Resources at Tepha, Inc.",Education (same page),Public Policy,Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,BD,"Tepha, Inc.","423450 X-ray machines and parts, medical and dental, merchant wholesalers",541715
1702,United Kingdom,Managing Partner at SoftBank Investment Advisers,"Head, Japan Securities Division; Co-Head, APAC Equity Trading at Goldman Sachs",Brown University,Economics & Political Science,Brown University,54.702354,-3.276575,,,,,SoftBank Investment Advisers,Goldman Sachs,,561499 Videoconferencing services
1703,"New York, New York, United States",Kauffman Fellow (Class 24) at Kauffman Fellows,"Vice President at Colony Capital, Inc.",Brown University,,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Kauffman Fellows,"Colony Capital, Inc.",,531110 Town house rental or leasing
1704,"Seattle, Washington, United States",Staff Data Scientist at Stitch Fix,Senior Data Scientist - Algorithms at Lyft,Brown University,Computer Science,Brown University,47.603832,-122.330062,Washington,King,Seattle,53033.0,Stitch Fix,Lyft,454110,"485320 Passenger van rental with driver (except shuttle service, taxi)"
1705,"New York, New York, United States",Account Based Marketing Manager at Iterable,Senior Marketing Manager - Account Based Marketing at Bread,Brown University,,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Iterable,Bread,"541511 Web (i.e., Internet) page design services, custom",533110 Trademark licensing
1706,"London, England, United Kingdom",Program Associate at Allia Ltd,Freelance Strategy Manager at Grantify,The London School of Economics and Political Science (LSE),Migration Policy,Brown University,51.507322,-0.127647,England,,London,,Allia Ltd,Grantify,711410 Theatrical talent agents,
1707,Singapore,Director - Talent Acquisition Head - Consumer Bank (Asia and EMEA) and ASEAN Cluster at Citi,SVP - Head of Talent Acquisition Strategy & Programs - Asia at Citi,Brown University,Computer Science,Brown University,1.357107,103.819499,,,,,Citi,Citi,522320 U.S. Central Credit Union,522320 U.S. Central Credit Union
1708, Houston,Vice President at Macquarie Group,Fuel Oil Blender & Commercial Operations- New York Harbor at Shell,Brown University,Organizational Behavior and Management,Brown University,29.758938,-95.367697,Texas,Harris,Houston,48201.0,Macquarie Group,Shell,551112 Public utility holding companies,211120
1709,"Portland, Oregon  ",Chief Education Officer at Wild Health,"Vice President, Clinical Product Development & Education at Butterfly Network, Inc.",1992–1996,"Biology, Music",Brown University,45.520247,-122.674195,Oregon,Multnomah,Portland,41051.0,Wild Health,"Butterfly Network, Inc.",,339112 Veterinarians' instruments and apparatus manufacturing
1710,"Philadelphia, Pennsylvania, United States","Co Owner at Mosaic Development Partners, LLC",,Villanova University Charles Widger School of Law,Law,Brown University,39.952724,-75.163526,Pennsylvania,Philadelphia,Philadelphia,42101.0,"Mosaic Development Partners, LLC",,,
1711, Seattle ,Senior Director at Microsoft,Managing Director at Microsoft,Brown University,Business Economics,Brown University,47.603832,-122.330062,Washington,King,Seattle,53033.0,Microsoft,Microsoft,519190 Title search services (except real estate),519190 Title search services (except real estate)
1712,"Oakland, California, United States",Director of Marketing & Communications at Presidio Graduate School,"Consultant/Advisor at Content Marketing/Strategy, Social Media, And Social Entrepreneurship Consulting",Brown University,"Economics, History",Brown University,37.804456,-122.271356,California,Alameda,Oakland,6001.0,Presidio Graduate School,"Content Marketing/Strategy, Social Media, And Social Entrepreneurship Consulting",611310 Universities,
1713,"Austin, Texas, United States",Founder and Managing Partner at KdT Ventures,"Staff Physician, Lead Pathologist, and Analytics/Data Science Lead at Included Health",Brown University,Biochemistry and Molecular Biology,Brown University,30.271129,-97.7437,Texas,Travis,Austin,48453.0,KdT Ventures,Included Health,,
1714,"London, England, United Kingdom",Product Marketing Manager at Sonovate,Product Marketing Manager at Symphony.com,Brown University,,Brown University,51.507322,-0.127647,England,,London,,Sonovate,Symphony.com,,
1715,"New York, New York, United States","SVP, Traded Product Risk and Compliance at Bank of America","SVP, Market and Counterparty Risk at Bank of America",MIT Sloan School of Management,Finance and Derivatives Research,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Bank of America,Bank of America,522110 State commercial banks,
1716,San Francisco Bay ,"Director, Corporate Strategy at Adobe","Principal, Corporate Strategy at Adobe",Harvard Business School,"Commerce, Organizations and Entrepreneurship degree",Brown University,37.714029,-122.307794,California,San Mateo,,6081.0,Adobe,Adobe,"511210 Utility software, computer, packaged","511210 Utility software, computer, packaged"
1717,"New York, New York, United States","Associate - Digital Marketing, Private Wealth Solutions at Blackstone","Analyst - Channel/Digital Marketing, Institutional Client Business at BlackRock",Brown University,Political Science and Urban Studies,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Blackstone,BlackRock,551112 Public utility holding companies,"523930 Investment advisory services, customized, fees paid by client"
1718,"New York, New York, United States",Business Consultant at LSEG (London Stock Exchange Group),Bestseller Author at Citic group,Brown University,"Applied Mathematics-Economics, East Asian Studies",Brown University,40.712728,-74.006015,New York,,New York,36061.0,LSEG (London Stock Exchange Group),Citic group,,"525910 Mutual funds, open-ended"
1719,"Geneva, Geneva, Switzerland","Co-Founder, Partner at Highland Europe",Board Member at SPARTOO.COM,1993–1995,Masters in Business Administration,Brown University,46.201756,6.146601,Genève,,Genève,,Highland Europe,SPARTOO.COM,,
1720,"New York, New York, United States",Product Manager at Warby Parker,Product Manager at Mediaocean,Brown University,Computer Science,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Warby Parker,Mediaocean,446130 Sunglass stores,541810 Advertising agency consulting services
1721,Washington DC-Baltimore ,Founder & CEO at Gattaca Horizons LLC,"Chief Innovation Officer & Director, LabCFTC at U.S. Commodity Futures Trading Commission",Brown University,Business Economics & International Relations,Brown University,38.918116,-76.942107,District of Columbia,Prince George's,Washington,,Gattaca Horizons LLC,U.S. Commodity Futures Trading Commission,,
1722,"Scottsdale, Arizona, United States","Head of People, Culture & Employee Care at Brooklyn Bedding / Helix",Global Head of People and Culture at Reputation,Rhode Island College,Communication,Brown University,33.494219,-111.926018,Arizona,Maricopa,Scottsdale,4013.0,Brooklyn Bedding / Helix,Reputation,,541820 Public relations services
1723,"Cambridge, Massachusetts, United States",Senior Scientist II at Scorpion Therapeutics,Horizon Fellow at Broad Institute of MIT and Harvard,2010–2016,"Molecular Biology, Cell Biology, and Biochemistry",Brown University,42.3751,-71.105616,Massachusetts,Middlesex,Cambridge,25017.0,Scorpion Therapeutics,Broad Institute of MIT and Harvard,424210 Vitamins merchant wholesalers,
1724,"Los Angeles, California, United States","Partner and Investment Committee Member at Manatt, Phelps & Phillips, LLP",Managing Partner - Co-Head of Venture at IDG (International Data Group),Brown University,Economics of Blockchain and Digital Assets,Brown University,34.053691,-118.242766,California,Los Angeles,Los Angeles,6037.0,"Manatt, Phelps & Phillips, LLP",IDG (International Data Group),,511120 Trade magazine and periodical publishers and printing combined
1725,San Francisco Bay ,VC & Growth Equity Investor at Goldman Sachs,Investor at OpenView,Brown University,Economics,Brown University,37.714029,-122.307794,California,San Mateo,,6081.0,Goldman Sachs,OpenView,561499 Videoconferencing services,561499 Videoconferencing services
1726,"New York, New York, United States",VC at Insight Partners,PM at PathAI,Brown University,,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Insight Partners,PathAI,523910 Viatical settlement companies,
1727,"Prattsville, New York, United States","VP Product, Consumer Experience at Signify Health",Special Advisor to the CMO at Teladoc Health,Brown University,"History, Music",Brown University,42.314806,-74.432926,New York,Greene,,36039.0,Signify Health,Teladoc Health,621610 Visiting nurse associations,561320 Temporary staffing services
1728,"Somerset, New Jersey, United States",CTO at OFS Fitel,Director at Lucent Technologies,1984–1987,Engineering,Brown University,40.501238,-74.485477,New Jersey,Somerset,,34035.0,OFS Fitel,Lucent Technologies,"327212 Yarn, fiberglass, made in glass making plants","493110 Warehousing and storage, general merchandise"
1729,"New York, New York, United States",CEO at Neighborhood Trust Financial Partners,,Columbia Business School,,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Neighborhood Trust Financial Partners,,"523930 Investment advisory services, customized, fees paid by client",
1730,"Morristown, New Jersey, United States",Chief Executive Officer at Anthony & Sylvan Pools,Strategic Growth Consultant at FerraraUSA,Northwestern University - Kellogg School of Management,marketing,Brown University,40.797038,-74.480987,New Jersey,Morris,,34027.0,Anthony & Sylvan Pools,FerraraUSA,453998 Trophy (including awards and plaques) shops,
1731,"New York, New York, United States",Chief Operating Officer (COO) at Brandywine Group Advisors,"Vice President, Corporate Advisory at Evercore Partners",Brown University,International Relations,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Brandywine Group Advisors,Evercore Partners,"525920 Trusts, estates, and agency accounts",522298 Short-term inventory credit lending
1732, Seattle ,"Co-Founder at Defy Games, LLC",Chief Of Staff at VendiCoins,Full Sail University,Computer Science,Brown University,47.603832,-122.330062,Washington,King,Seattle,53033.0,"Defy Games, LLC",VendiCoins,,
1733, Boston,Chief Executive Officer at MSP Toolkit,Senior Vice President Product Management at Accordo Group Ltd.,Brown University,Computer Science,Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,MSP Toolkit,Accordo Group Ltd.,,
1734,"Mansfield, Massachusetts, United States",COO & Founder at Attivare Therapeutics Inc.,Sr. Staff Scientist/Platform Lead at Wyss Institute for Biologically Inspired Engineering,2005–2008,"Regulatory Affairs for Drugs, Biologics, and Medical Devices",Brown University,42.033433,-71.21894,Massachusetts,Bristol,,25005.0,Attivare Therapeutics Inc.,Wyss Institute for Biologically Inspired Engineering,,
1735,"Parsippany, New Jersey, United States",Chief Technology Officer at Revelwood Inc.,Chief Technology Officer at Revelstone LLC,1991–1992,Computer Science,Brown University,40.857877,-74.425987,New Jersey,Morris,,34027.0,Revelwood Inc.,Revelstone LLC,,
1736,"Ocala, Florida, United States","Chief Operations Officer at HOMEE, Inc.",Sr. Leader at CoreLogic,Brown University,Double Major: Economics & Organizational Behavior and Management,Brown University,29.187199,-82.140092,Florida,Marion,Ocala,12083.0,"HOMEE, Inc.",CoreLogic,"541511 Web (i.e., Internet) page design services, custom","541910 Sampling services, statistical"
1737,"Bethesda, Maryland, United States","Founder & CEO at Mindoula Health, Inc.",Senior Advisor to Board  of Directors at Edline,Harvard Law School,Law,Brown University,38.981273,-77.123359,Maryland,Montgomery,Bethesda,24031.0,"Mindoula Health, Inc.",Edline,"621330 Social workers' , mental health, offices (e.g., centers, clinics)",
1738,"Dartmouth, Massachusetts, United States","President & Chief Operating Officer, Founder at Arctic Fox, Inc.","Director, New Ventures at MedCap Funds",1990–1994,Business Economics,Brown University,41.633227,-70.987993,Massachusetts,Bristol,Dartmouth,25005.0,"Arctic Fox, Inc.",MedCap Funds,,
1739,New York City  ,Chief Medical Officer at Rocket Pharmaceuticals,"Vice President, Clinical Development at Stemline Therapeutics",Washington University in St. Louis,American Civilization,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Rocket Pharmaceuticals,Stemline Therapeutics,325412 Zinc oxide medicinal preparations manufacturing,424210 Vitamins merchant wholesalers
1740,"Macungie, Pennsylvania, United States","Director, Plant Cyber Security at Air Products",Operations Support Center - Global Process Controls Technical Lead at Air Products and Chemicals,1981–1985,Chemical Engineering,Brown University,40.51593,-75.555186,Pennsylvania,Lehigh,,42077.0,Air Products,Air Products and Chemicals,325120 Oxygen manufacturing,325120 Oxygen manufacturing
1741,"Providence, Rhode Island, United States",President & CEO at Rhode Island Foundation,VP for Development and Campaign Director at Brown University,1971–1975,Applied Math and Sociology,Brown University,41.823989,-71.412834,Rhode Island,Providence,Providence,44007.0,Rhode Island Foundation,Brown University,813219 United funds for colleges,611310 Universities
1742,"Miami Beach, Florida, United States","Director, Strategic Partnerships at MURAL",Director of Marketing at Doppler Labs,Brown University,Economics,Brown University,25.79292,-80.135301,Florida,Miami-Dade,Miami Beach,12086.0,MURAL,Doppler Labs,"327110 Water closet bowls, vitreous china, manufacturing",
1743,"Los Angeles, California, United States","GM/VP, Digital Omnichannel at Alo Yoga","Head of Digital Product, Consumer & Store Experience at RH",+ 1 more,Economics & Visual Arts,Brown University,34.053691,-118.242766,California,Los Angeles,Los Angeles,6037.0,Alo Yoga,RH,"611620 Tennis instruction, camps, or schools",335911 Storage batteries manufacturing
1744,New York City  ,Managing Director & Co-head of Technology Banking at Societe Generale Corporate and Investment Banking - SGCIB,"Managing Director & Head of Debt Capital Markets, Americas at Societe Generale Corporate and Investment Banking - SGCIB",1997,philosophy,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Societe Generale Corporate and Investment Banking - SGCIB,Societe Generale Corporate and Investment Banking - SGCIB,,
1745,"Los Angeles, California, United States",Vice President of Sales at YAPI,"Director, GTM & Revenue Ops at M33 Growth",Brown University,Economics & East Asian Studies (Honors),Brown University,34.053691,-118.242766,California,Los Angeles,Los Angeles,6037.0,YAPI,M33 Growth,,
1746,"Cambridge, Massachusetts, United States","Vice President, Business Trends at Wayfair","Vice President, Lifestyle Brands Marketing at Wayfair",Columbia University - Columbia Business School,Political Science,Brown University,42.3751,-71.105616,Massachusetts,Middlesex,Cambridge,25017.0,Wayfair,Wayfair,454110,454110
1747,"San Carlos, California, United States",Head of People at Nuro,"Vice President & Executive Officer, eCommerce & Associate Experience at Sam's Club",Harvard Business School,Business Administration,Brown University,37.504936,-122.261823,California,San Mateo,San Carlos,6081.0,Nuro,Sam's Club,"551111 Holding companies, bank (except managing)",452210
1748,"London, England, United Kingdom",Interim Marketing Director at Freelance,Head of Growth at GROWTH SHOP,INSEAD,,Brown University,51.507322,-0.127647,England,,London,,Freelance,GROWTH SHOP,512110 Video production and distribution,"331315 Tube, welded, aluminum, made in integrated secondary smelting and flat rolling mills"
1749,"Auburn Hills, Michigan, United States","President and CEO, North America at Continental","President and CEO, Continental Korea at Continental",MIT Sloan School of Management,Strategy and Innovation,Brown University,42.687532,-83.234103,Michigan,Oakland,,26125.0,Continental,Continental,"336390 Wipers, windshield, automotive, truck, and bus, manufacturing","336390 Wipers, windshield, automotive, truck, and bus, manufacturing"
1750,"New York, New York, United States",Chief Operating Officer at Roads to Success,Operational Risk Manager at Roads to Success,Brown University,English,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Roads to Success,Roads to Success,"624190 Welfare service centers, multi-program","624190 Welfare service centers, multi-program"
1751,"Burnsville, Minnesota, United States",President at Linvill Properties,"President at Linvill Advisory Services, LLC",The University of Chicago - Booth School of Business,"Accounting, Finance and Business Management",Brown University,44.767057,-93.277389,Minnesota,Dakota,,27037.0,Linvill Properties,"Linvill Advisory Services, LLC",,
1752,San Francisco Bay ,Head Of Business Operations at Spectrum Equity,Director Of Operations at The Predictive Index,Brown University,Economics,Brown University,37.714029,-122.307794,California,San Mateo,,6081.0,Spectrum Equity,The Predictive Index,523910 Viatical settlement companies,541618 Utilities management consulting services
1753,Hong Kong SAR,Managing Partner at Jou Sun 早晨,Co-Founder at BUTLUR,Columbia University - Columbia Business School,Luxury Retail,Brown University,22.350627,114.184916,香港 Hong Kong,,,,Jou Sun 早晨,BUTLUR,,
1754,"San Francisco, California, United States",Managing Director at Golden Gate Capital,Associate at Bain Capital,1997–2001,Public Policy,Brown University,37.779026,-122.419906,California,,San Francisco,6075.0,Golden Gate Capital,Bain Capital,523910 Viatical settlement companies,523910 Viatical settlement companies
1755, Boston,"Vice President, Marketing Science at Bain & Company",Principal at Bain & Company,+ 1 more,Economics,Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,Bain & Company,Bain & Company,541611 Strategic planning consulting services,541611 Strategic planning consulting services
1756, Boston,Chief Scientific Officer at Intergalactic Therapeutics,Chief Scientific Officer at enGene,University of Utah,,Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,Intergalactic Therapeutics,enGene,,236117 Vacation housing construction for-sale builders
1757,New York City  ,VP Field Marketing at Trustwave,"Senior Marketing Director, Security (Global) at NTT Ltd.",Harvard Business School,"Business Administration and Management, General",Brown University,40.712728,-74.006015,New York,,New York,36061.0,Trustwave,NTT Ltd.,"511210 Utility software, computer, packaged",519190 Title search services (except real estate)
1758,"Paris, Île-de-France, France",Deputy CEO - Building domain at Egis,Chief Commercial Officer - Building domain at Egis,Brown University,"Corporate Strategy, Economics, Finance, Innovation, Management, Sustainable Development",Brown University,48.85889,2.320041,Île-de-France,Paris,,,Egis,Egis,"562211 Waste treatment plants, hazardous","562211 Waste treatment plants, hazardous"
1759,"New York, New York, United States",Head of Product- Core Applications and Insights at Bloomberg LP,Head of Commodities at Bloomberg LP,Brown University,"Economics, International Relations",Brown University,40.712728,-74.006015,New York,,New York,36061.0,Bloomberg LP,Bloomberg LP,512110 Video production and distribution,512110 Video production and distribution
1760,"Boston, Massachusetts, United States",Head of Digital Pharmacy Solutions at CVS Health,"Sr. Director, Digital Pharmacy and Omnichannel Fulfillment at CVS Health",Brown University,,Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,CVS Health,CVS Health,621999 Stop smoking clinics,621999 Stop smoking clinics
1761,New York City  ,Managing Director at One Madison Group,Chief Executive Officer at Seventh Sense,Brown University,,Brown University,40.712728,-74.006015,New York,,New York,36061.0,One Madison Group,Seventh Sense,523120 Stock options brokerages,
1762,"Seattle, Washington, United States",Chief Commercial Officer (CCO) at TripActions,Chief Travel Officer at TripActions,Kellogg School of Management,International Business; Management and Strategy; Management and Organizations; and Marketing,Brown University,47.603832,-122.330062,Washington,King,Seattle,53033.0,TripActions,TripActions,561510 Travel agencies,561510 Travel agencies
1763,"New York, New York, United States","VP, Strategic Business Communications at The New York Times",Head Of Internal Brand and Communications at MediaMath,Brown University,International Relations,Brown University,40.712728,-74.006015,New York,,New York,36061.0,The New York Times,MediaMath,515120 Television broadcasting stations,"541512 Systems integration design services, computer"
1764,"San Rafael, California, United States",FOUNDER AND OWNER at rockflowerpaper,Owner at Mulberry Neckwear,1976–1980,International Relations,Brown University,37.973535,-122.531087,California,Marin,San Rafael,6041.0,rockflowerpaper,Mulberry Neckwear,454110,
1765,"Irvine, California, United States",EVP Regional Chief Banking Officer at Hanmi Bank,SVP Corporate Banking Manager at Hanmi Bank,1996–2000,Business Economics,Brown University,33.685697,-117.825982,California,Orange,Irvine,6059.0,Hanmi Bank,Hanmi Bank,522110 State commercial banks,522110 State commercial banks
1766,"Austin, Texas  ",Chief Revenue Officer (CRO) at YouAttest,Managing Partner at Kinetic Capital Partners,University of Arizona,Business with emphasis in MIS / Humanities / Creative Writing,Brown University,30.271129,-97.7437,Texas,Travis,Austin,48453.0,YouAttest,Kinetic Capital Partners,,"525910 Mutual funds, open-ended"
1767,"Los Angeles, California, United States",Board Member at Upcycled Food Association,"Produce Merchant, Sustainability & New Initiatives  at FreshDirect",Brown University,Food Studies,Brown University,34.053691,-118.242766,California,Los Angeles,Los Angeles,6037.0,Upcycled Food Association,FreshDirect,,
1768,"Denver, Colorado, United States",President/Owner at Occasions Catering of Denver,Special Assistant to the Mayor at City and County of Denver,1998–1999,Business,Brown University,39.739236,-104.984862,Colorado,,Denver,8031.0,Occasions Catering of Denver,City and County of Denver,,"921110 President's office, United States"
1769,Washington DC-Baltimore ,"Owner at Jill Sorenson Enterprises, LLC",Anchor and Capitals Beat Reporter at Comcast SportsNet Mid-Atlantic,Education (same page),,Brown University,38.918116,-76.942107,District of Columbia,Prince George's,Washington,,"Jill Sorenson Enterprises, LLC",Comcast SportsNet Mid-Atlantic,,515120 Television broadcasting stations
1770, Boston,Cyber Advisor | CEO at StopAHack.com™,CEO | CIO | CISO at StopAHack.com™,Brown University,Cybersecurity,Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,StopAHack.com™,StopAHack.com™,,
1771,"Salt Lake City, Utah, United States",Founder at The Edge Development Group LLC,Strategic Advisor at Lincoln Academy- UT,Brown University,Sociology,Brown University,40.75962,-111.886798,Utah,Salt Lake,Salt Lake City,49035.0,The Edge Development Group LLC,Lincoln Academy- UT,,
1772,"Menlo Park, California, United States","Vice President, Business Development & Strategy at LeoLabs, Inc.","Business Development, Strategy at DeClerck, LLC",Stanford Graduate School of Business,Finance and Entrepreneurship,Brown University,37.451967,-122.177993,California,San Mateo,,6081.0,"LeoLabs, Inc.","DeClerck, LLC",561990 Trading stamp redemption services,722513 Take out eating places
1773,"Philadelphia, Pennsylvania, United States","Vice President, Software Engineering at FanDuel","Sr. Director, Software Engineering at FanDuel",University of Pennsylvania,Computers and Information Technology,Brown University,39.952724,-75.163526,Pennsylvania,Philadelphia,Philadelphia,42101.0,FanDuel,FanDuel,551112 Public utility holding companies,551112 Public utility holding companies
1774,"San Francisco, California, United States",Stealth at Stealth,Head of Product at Chefling Inc,Brown University,Innovation Management and Entrepreneurship,Brown University,37.779026,-122.419906,California,,San Francisco,6075.0,Stealth,Chefling Inc,"523930 Investment advisory services, customized, fees paid by client",
1775,"New York, New York, United States","Vice President, Single Cell Immunology at Immunai","Senior Director, Single Cell Immunology at Immunai",University of Pennsylvania School of Medicine,Immunology,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Immunai,Immunai,,
1776,"London , United Kingdom",Head Of Marketing at Aposto!,Marketing Director - Arts & Culture Publications at Aposto!,Imperial College Business School,Business Entrepreneurship Organizations,Brown University,51.507322,-0.127647,England,,London,,Aposto!,Aposto!,999990,999990
1777, Boston,Chief Medical Officer at agilon health,Chief Medical Officer at Mount Sinai Health System,Mount Sinai School of Medicine of New York University,Medicine,Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,agilon health,Mount Sinai Health System,621999 Stop smoking clinics,621491 HMO (health maintenance organization) medical centers and clinics
1778,"Providence, Rhode Island, United States","Director of Business Development, Brown Technology Innovations at Brown University","Associate Director of Business Development & Licensing, Technology Ventures Office at Brown University",Gies College of Business - University of Illinois Urbana-Champaign,Global Strategy & Business Analytics,Brown University,41.823989,-71.412834,Rhode Island,Providence,Providence,44007.0,Brown University,Brown University,611310 Universities,611310 Universities
1779,New York City  ,Managing Partner at Helios Innovation Group LLC,Chief Marketing Officer | Customer Analytics | Director - Office of the Customer Advocate at M&T Bank,Brown University,Comparative Literature,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Helios Innovation Group LLC,M&T Bank,,522110 State commercial banks
1780,Kenya,Owner at Catalyst Principal Partners,Director at Actis,1991–1993,Finance,Brown University,1.441968,38.431398,,,,,Catalyst Principal Partners,Actis,,522298 Short-term inventory credit lending
1781,"Minneapolis, Minnesota, United States","General Manager, Lucem Data Platform at Lucem Health","EVP, Cloud Solutions at Lyniate",1996–1998,"Healthcare Administration, Business Administration",Brown University,44.9773,-93.265469,Minnesota,Hennepin,Minneapolis,27053.0,Lucem Health,Lyniate,,
1782,United States,"Chief Medical Officer, Market Development and Solution Design at Lumeris",Stephen M. Kellen Term Member at Council on Foreign Relations,Stanford University Graduate School of Business,Business Administration and General Management,Brown University,39.78373,-100.445882,,,,,Lumeris,Council on Foreign Relations,621410 Reproductive health services centers,511120 Trade magazine and periodical publishers and printing combined
1783,"Fall River, Massachusetts, United States",Cardiologist at Prima-CARE Medical Center,Cardiology Fellow at MedStar Washington Hospital Center,Georgetown University School of Medicine,Cardiology,Brown University,41.701064,-71.154637,Massachusetts,Bristol,Fall River,25005.0,Prima-CARE Medical Center,MedStar Washington Hospital Center,,
1784,"New York, New York, United States",Head of UX Research at Skillshare,Product Insights Manager at Spotify,Brown University,Cognitive Science,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Skillshare,Spotify,"611699 Yoga instruction, camps, or schools",518210 Web hosting
1785,"New York, New York, United States",Growth & Operations at Saturn,Equity Specialist & ESG Advocate at Bloomberg LP,Brown University,American History (United States),Brown University,40.712728,-74.006015,New York,,New York,36061.0,Saturn,Bloomberg LP,443142 Video tape stores,512110 Video production and distribution
1786, Pittsburgh ,"Vice President, Commercial and Corporate Indirect Procurement at Stryker","Vice President, Global Sourcing - Indirect at Thermo Fisher Scientific",Brown University,,Brown University,40.441694,-79.990086,Pennsylvania,Allegheny,Pittsburgh,42003.0,Stryker,Thermo Fisher Scientific,"423450 X-ray machines and parts, medical and dental, merchant wholesalers",335999 UPS (uninterruptible power supplies) manufacturing
1787,"Weston, Connecticut, United States",Senior Vice President and General Manager - Industrial Manufacturing Industries at Infor,"Vice President Of Commercial Sales, North America at IBM",Harvard Graduate School of Business Administration,General Management,Brown University,41.20213,-73.381274,Connecticut,Fairfield,,9001.0,Infor,IBM,"511210 Utility software, computer, packaged",518210 Web hosting
1788,"New York, New York, United States",Senior Vice President at ICONIQ Capital,"Partner, Director of Portfolio & Wealth Advisory at BBR Partners",2006–2008,"Finance, Marketing & Entrepreneurship",Brown University,40.712728,-74.006015,New York,,New York,36061.0,ICONIQ Capital,BBR Partners,,"523930 Investment advisory services, customized, fees paid by client"
1789,"New York, New York, United States",Private Equity Associate at Turnspire Capital Partners,"Analyst at M-III Partners, LP",Brown University,Applied Mathematics,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Turnspire Capital Partners,"M-III Partners, LP",523910 Viatical settlement companies,
1790,"New York, New York, United States",Senior Vice President Human Resources at Discovery Inc,Human Resources at NBC Universal,+ 1 more,,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Discovery Inc,NBC Universal,711310 Wrestling event promoters with facilities,515120 Television broadcasting stations
1791,"Chevy Chase, Maryland, United States",Corporate Strategy Director at AARP,"Vice President, Partnership Development & Ideation at Discovery Communications",Stanford University Graduate School of Business,Political Science,Brown University,38.982522,-77.088219,Maryland,Montgomery,,24031.0,AARP,Discovery Communications,813319 World peace and understanding advocacy organizations,515120 Television broadcasting stations
1792,Los Angeles  ,Marketing - Customer Lifecycle Management (CLM) at AT&T,Chief of Staff (CoS) at AT&T,Dartmouth College,AB Sociology + AB Spanish Lit.,Brown University,34.053691,-118.242766,California,Los Angeles,Los Angeles,6037.0,AT&T,AT&T,517312,517312
1793, Chicago ,Head Of Corporate & Business Development at Relativity,Vice President at Pritzker Group,Brown University,"Concentrator in Business, Entrepreneurship and Organizations",Brown University,41.875562,-87.624421,Illinois,Cook,Chicago,17031.0,Relativity,Pritzker Group,561990 Trading stamp redemption services,
1794,"London, England, United Kingdom",Vice President at Hult International Business School,Acting Vice President  at EF Education First - HULT International Business School,Sciences Po Paris,International Relations,Brown University,51.507322,-0.127647,England,,London,,Hult International Business School,EF Education First - HULT International Business School,611410 Secretarial schools,
1795, Boston,Director of Strategy & Analytics at Gupta Media,"Sr. Manager, Strategy & Analytics at Gupta Media",Brown University,"Commerce, Organizations, and Entrepreneurship",Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,Gupta Media,Gupta Media,,
1796,Raleigh-Durham-Chapel Hill ,,Associate Director Clinical Development at AGTC,Brown University,Biology,Brown University,35.855048,-78.84066,North Carolina,Wake,,37183.0,,AGTC,,
1797,"Safety Harbor, Florida, United States",Principal at Greg Deocampo Creative Computing,Chief Technology Officer at Mediatronica,Brown University,Applied Mathematics - Molecular Biology,Brown University,27.990853,-82.693155,Florida,Pinellas,,12103.0,Greg Deocampo Creative Computing,Mediatronica,,
1798,"New York, New York, United States","Managing Director, Consumer Insights and Sales Effectiveness,  North America at GfK","Managing Director, Market Opportunities & Innovation at GfK",1986–1990,Political Science,Brown University,40.712728,-74.006015,New York,,New York,36061.0,GfK,GfK,"541910 Sampling services, statistical","541910 Sampling services, statistical"
1799,"New York, New York, United States",Chief of Staff to the CEO at Yahoo,Chief of Staff to the CEO at Verizon Media,The Wharton School,Management,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Yahoo,Verizon Media,519190 Title search services (except real estate),517312
