,Unnamed: 0,current_location,current_work,previous_work,latest_Education,major,search_school,coordinate,state,county,city,latitude,longitude,fips,current_company,previous_company,current_company_industry,previous_company_industry,current_NAICS,previous_NAICS,current_NAICS_title,current_avg_salary,previous_NAICS_title
1519,1519,"Irvine, California, United States","Project Manager at Tarsus Pharmaceuticals, Inc.",CMC Project Manager at AbbVie on behalf of Collabera,UC Riverside,Chemical Engineering,"University of California, Riverside","(33.6856969, -117.8259819)",California,Orange,Irvine,33.685697,-117.825982,6059.0,"Tarsus Pharmaceuticals, Inc.",AbbVie on behalf of Collabera,325414 Virus vaccines manufacturing,,31-33,,Manufacturing,69174.562,
1520,1520,"Zurich, Switzerland",Head Investment Risk at UBS,Head Cross-Regional Investment Office at UBS Wealth Management,"University of California, Riverside",Econometrics,"University of California, Riverside","(47.3744489, 8.5410422)",Zürich,Bezirk,Zürich,47.374449,8.541042,,UBS,UBS Wealth Management,522110 State commercial banks,"523930 Investment advisory services, customized, fees paid by client",52,52,Finance and Insurance,80163.492,Finance and Insurance
1521,1521,"Chapel Hill, North Carolina, United States",Director at Center for Applied Therapeutics,Director at Duke Comprehensive Cancer Center,Duke University School of Medicine,Molecular Virology/Immunology,"University of California, Riverside","(35.9131542, -79.05578)",North Carolina,Orange,,35.913154,-79.05578,37135.0,Center for Applied Therapeutics,Duke Comprehensive Cancer Center,,,,,,,
1522,1522,"College Park, Maryland, United States","Director, Business Development at Fraunhofer USA Center Mid-Atlantic",Director of Business Development at Fraunhofer USA CESE (Center for Experimental Software Engineering),University of Maryland University College,International Management,"University of California, Riverside","(38.99203005, -76.94610290199051)",Maryland,Prince George's,,38.99203,-76.946103,24033.0,Fraunhofer USA Center Mid-Atlantic,Fraunhofer USA CESE (Center for Experimental Software Engineering),,,,,,,
1523,1523,Los Angeles  ,,Major Account Executive - Spectrum Enterprise at Spectrum Enterprise,Riverside City College,Social and Behavioral Studies,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,,Spectrum Enterprise,,,,,,,
1524,1524,"Orange County, California, United States","Chief Financial Officer, Corporate Treasurer and Secretary at CMTC",Global Chief Financial Officer at Sodexo Home Care,"Pepperdine, U.C. Irvine and U.C. Riverside",Organizational Leadership,"University of California, Riverside","(33.7500378, -117.8704931)",California,Orange,,33.750038,-117.870493,6059.0,CMTC,Sodexo Home Care,,561499 Videoconferencing services,,56,,,Administrative and Support and Waste Management and Remediation Services
1525,1525,San Francisco Bay ,Technology Assurance Associate at KPMG,Finance and Accounting Recruiting Manager at Robert Half,"University of California, Irvine - The Paul Merage School of Business",Accounting and Data Analytics,"University of California, Riverside","(37.71402905, -122.30779415179862)",California,San Mateo,,37.714029,-122.307794,6081.0,KPMG,Robert Half,,"541211 Public accountants' (CPAs) private practices, certified",,54,,,"Professional, Scientific, and Technical Services"
1526,1526,"Columbus, Ohio, United States",Associate Ontologist/Data Architect  at JPMorgan Chase & Co.,Digital Archives Intern at Rock & Roll Hall of Fame,San Jose State University,emphasis in Web Development and Information Architecture,"University of California, Riverside","(39.9622601, -83.0007065)",Ohio,Franklin,Columbus,39.96226,-83.000706,39049.0,JPMorgan Chase & Co.,Rock & Roll Hall of Fame,522291 Student loan companies,711410 Theatrical talent agents,52,71,Finance and Insurance,80163.492,"Arts, Entertainment, and Recreation"
1527,1527,"Irvine, California, United States","Assoc. Vice President, Medical Therapeutics Digital Marketing (MDM) at AbbVie","Executive Director, Consumer Marketing - Neurosciences and Urology at Allergan","University of California, Riverside",Business Admin,"University of California, Riverside","(33.6856969, -117.8259819)",California,Orange,Irvine,33.685697,-117.825982,6059.0,AbbVie,Allergan,325414 Virus vaccines manufacturing,551112 Public utility holding companies,31-33,55,Manufacturing,69174.562,Management of Companies and Enterprises
1528,1528,"Irvine, California, United States",Security Engineer at CalAmp,Professional Services Consultant at TechMD,"University of California, Riverside",Political Science and Government,"University of California, Riverside","(33.6856969, -117.8259819)",California,Orange,Irvine,33.685697,-117.825982,6059.0,CalAmp,TechMD,"334220 Video camera (except household-type, television broadcast) manufacturing",,31-33,,Manufacturing,69174.562,
1529,1529,New York City  ,"Director, Diversity & Inclusion Lead at National Basketball Association","Senior Manager, Diversity and Inclusion Lead at National Basketball Association (NBA)","University of California, Riverside",Business Administration,"University of California, Riverside","(40.7127281, -74.0060152)",New York,,New York,40.712728,-74.006015,36061.0,National Basketball Association,National Basketball Association (NBA),"711211 Sports teams, professional or semiprofessional",,71,,"Arts, Entertainment, and Recreation",51732.192,
1530,1530,,"Data Analyst III at Qlarant Integrity Solutions, LLC","Student Data Analyst at Skyworks Solutions, Inc.","University of California, Irvine - The Paul Merage School of Business","Business Analytics, Data Analytics, GPA: 3.752","University of California, Riverside",,,,,,,,"Qlarant Integrity Solutions, LLC","Skyworks Solutions, Inc.",541611 Strategic planning consulting services,334413 Wafers (semiconductor devices) manufacturing,54,31-33,"Professional, Scientific, and Technical Services",77645.346,Manufacturing
1531,1531,,Sr. Human Resources Business Partner at Avid Bioservices,Human Resources - Talent Acquisition at Allergan,Pepperdine Graziadio Business School,Leadership and Managing Organizational Change,"University of California, Riverside",,,,,,,,Avid Bioservices,Allergan,325412 Zinc oxide medicinal preparations manufacturing,551112 Public utility holding companies,31-33,55,Manufacturing,69174.562,Management of Companies and Enterprises
1532,1532,"South El Monte, California, United States",President at Zeta Phi Rho,Vice President at Zeta Phi Rho,"University of California, Riverside",Economics,"University of California, Riverside","(34.0519548, -118.0467339)",California,Los Angeles,,34.051955,-118.046734,6037.0,Zeta Phi Rho,Zeta Phi Rho,,,,,,,
1533,1533,"San Francisco, California, United States",Controller at Faire (formerly Indigo Fair),Assistant Controller at DoorDash,"University of California, Riverside",Accounting and Finance,"University of California, Riverside","(37.7790262, -122.419906)",California,,San Francisco,37.779026,-122.419906,6075.0,Faire (formerly Indigo Fair),DoorDash,,"722330 Street vendors, food",,72,,,Accommodation and Food Services
1534,1534,,"Assistant Director, SMP Program Services at University of California, Irvine - The Paul Merage School of Business",Student Services Advisor I (Fixed-term) at University of Southern California - Marshall School of Business,University of Southern California,Postsecondary Administration and Student Affairs,"University of California, Riverside",,,,,,,,"University of California, Irvine - The Paul Merage School of Business",University of Southern California - Marshall School of Business,,,,,,,
1535,1535,,,Health Program Analyst at Los Angeles County Department of Public Health,"University of California, Riverside","Biology/Biological Sciences, General","University of California, Riverside",,,,,,,,,Los Angeles County Department of Public Health,,,,,,,
1536,1536,"Seattle, Washington, United States",Medical Director at Adaptive Biotechnologies Corp.,"Co-Director of Pediatric IBD Center, Assistant Professor of Pediatrics at University of Washington - School of Medicine",David Geffen School of Medicine at UCLA,Medicine,"University of California, Riverside","(47.6038321, -122.3300624)",Washington,King,Seattle,47.603832,-122.330062,53033.0,Adaptive Biotechnologies Corp.,University of Washington - School of Medicine,,,,,,,
1537,1537,,"Talent Acquisition Specialist at ACES (Comprehensive Educational Services, Inc.)",Human Resources Intern at City of Irvine,"University of California, Riverside",Political Science and Government,"University of California, Riverside",,,,,,,,"ACES (Comprehensive Educational Services, Inc.)",City of Irvine,,"921110 President's office, United States",,92,,,
1538,1538,"Houston, Texas, United States",,Vice President - Imaging Technology at TGS,1981–1984,Geophysics,"University of California, Riverside","(29.7589382, -95.3676974)",Texas,Harris,Houston,29.758938,-95.367697,48201.0,,TGS,,,,,,,
1539,1539,United States,Vice President Global Marketing at DeNexus Inc.,Director of Product Marketing - Secure Access Service Edge (SASE) and 5G at Fortinet,"University of California, San Diego - The Rady School of Management","Finance, Marketing","University of California, Riverside","(39.7837304, -100.445882)",,,,39.78373,-100.445882,,DeNexus Inc.,Fortinet,,"334118 Terminals, computer, manufacturing",,31-33,,,Manufacturing
1540,1540,"Cambridge, Massachusetts, United States","Director, Global Biologics Research at Takeda","Associate Director, Global Biologics Research at Takeda Oncology","University of California, Riverside",Mass Spectrometry of proteins/peptides -FTMS,"University of California, Riverside","(42.3750997, -71.1056157)",Massachusetts,Middlesex,Cambridge,42.3751,-71.105616,25017.0,Takeda,Takeda Oncology,325412 Zinc oxide medicinal preparations manufacturing,,31-33,,Manufacturing,69174.562,
1541,1541,"Costa Mesa, California, United States","Director, Global Product Marketing (WD, WD_BLACK, SanDisk, G-Technology) at WD, a Western Digital company","Sr. Marketing Manager - Global Brand at WD, a Western Digital company","University of California, Riverside","Business Administration, Marketing Emphasis","University of California, Riverside","(33.6636611, -117.91946518435181)",California,Orange,Costa Mesa,33.663661,-117.919465,6059.0,"WD, a Western Digital company","WD, a Western Digital company",,,,,,,
1542,1542,"Fontana, California, United States","Operations Manager at XPO Logistics, Inc.",Operations Supervisor at Clutter,California State University-San Bernardino,Sociology,"University of California, Riverside","(34.0922335, -117.435048)",California,San Bernardino,Fontana,34.092234,-117.435048,6071.0,"XPO Logistics, Inc.",Clutter,488510 Shipping agents (freight forwarding),"484210 Van lines, moving and storage services",48-49,48-49,Transportation and Warehousing,65503.789,Transportation and Warehousing
1543,1543,"Los Angeles, California, United States","VP, Data Science at VideoAmp",Senior Director of Data Science at VideoAmp,"University of California, Riverside",Physics,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,VideoAmp,VideoAmp,"511210 Utility software, computer, packaged","511210 Utility software, computer, packaged",51,51,Information,73855.595,Information
1544,1544,Los Angeles  ,Founder at basis,Product + Design Strategy at BCG Digital Ventures,Y Combinator,Accounting,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,basis,BCG Digital Ventures,524114 Medical service plans without providing health care services,541611 Strategic planning consulting services,52,54,Finance and Insurance,80163.492,"Professional, Scientific, and Technical Services"
1545,1545,"Milan, Lombardy, Italy",Marketing Director Italy at Doctolib,Head of B2B Marketing & Product Marketing Italy at Doctolib,Università Commerciale 'Luigi Bocconi',International Management,"University of California, Riverside","(45.4641943, 9.1896346)",Lombardia,Milano,Milano,45.464194,9.189635,,Doctolib,Doctolib,"541511 Web (i.e., Internet) page design services, custom","541511 Web (i.e., Internet) page design services, custom",54,54,"Professional, Scientific, and Technical Services",77645.346,"Professional, Scientific, and Technical Services"
1546,1546,San Francisco Bay ,"Director, Innovation & Technology at Walnut Creek School District",Director of Information and Education Technology at Benicia Unified School District,"University of California, Los Angeles",Information Technology Management,"University of California, Riverside","(37.71402905, -122.30779415179862)",California,San Mateo,,37.714029,-122.307794,6081.0,Walnut Creek School District,Benicia Unified School District,"611110 Seminaries, below university grade","611110 Seminaries, below university grade",61,61,Educational Services,67390.465,Educational Services
1547,1547,"Stockholm County, Sweden",Chairman Of The Board Of Directors at Dafo Vehicle Fire Protection AB,Group CEO at Piab,"University of California, Riverside","Marketing/Marketing Management, General","University of California, Riverside","(59.3901513, 18.66427492013602)",,Stockholms,,59.390151,18.664275,,Dafo Vehicle Fire Protection AB,Piab,423830 Woodworking machinery merchant wholesalers,999990,42,99,Wholesale Trade,68623.359,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OEWS Designation)"
1548,1548,Los Angeles  ,Principal Consultant - Oncology Clinical Development and Safety Monitoring at Hayreh LLC,"Senior Medical Director, Oncology Clinical Development at The Janssen Pharmaceutical Companies of Johnson & Johnson","University of California, Los Angeles",,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Hayreh LLC,The Janssen Pharmaceutical Companies of Johnson & Johnson,,,,,,,
1549,1549,"Los Angeles, California, United States","Director, Insights & Analytics at Fender Musical Instruments Corporation","Director, Strategy & Analytics at Live Nation Entertainment","University of California, Riverside",Sociology,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Fender Musical Instruments Corporation,Live Nation Entertainment,339992 Zithers and parts manufacturing,711410 Theatrical talent agents,31-33,71,Manufacturing,69174.562,"Arts, Entertainment, and Recreation"
1550,1550,United States,Retirement Plan Consultant - Wealth Manager at Pensionmark Financial Group,Retirement Plan Consultant - Wealth Manager at The Wealth Consulting Group,2004–2006,Finance,"University of California, Riverside","(39.7837304, -100.445882)",,,,39.78373,-100.445882,,Pensionmark Financial Group,The Wealth Consulting Group,,,,,,,
1551,1551,Los Angeles  ,Lead Technical Recruiter at SpaceX,Senior Technical Recruiter at SpaceX,"University of California, Riverside",Political Science,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,SpaceX,SpaceX,"336414 Space vehicles, complete, manufacturing","336414 Space vehicles, complete, manufacturing",31-33,31-33,Manufacturing,69174.562,Manufacturing
1552,1552,,Senior Data Scientist at PatientFi,Software Engineer at The Rosslyn Group,UC Irvine,Psychological Science,"University of California, Riverside",,,,,,,,PatientFi,The Rosslyn Group,,,,,,,
1553,1553,"Los Angeles, California, United States",Owner at Prime Time Seafood,Founding Partner at Pacifico Aquaculture,UC Riverside,Biology,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Prime Time Seafood,Pacifico Aquaculture,"424460 Seafood (except canned, packaged frozen) merchant wholesalers",,42,,Wholesale Trade,68623.359,
1554,1554,Los Angeles  ,"Senior Manager, Data Strategy at Fox Corporation",Senior Business Data Analyst at Disney Media & Entertainment Distribution,Boston University,Computer Information Systems,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Fox Corporation,Disney Media & Entertainment Distribution,515120 Television broadcasting stations,,51,,Information,73855.595,
1555,1555, Seattle ,Senior Industry Strategist at Oracle,"Manager, Corporate Communications - USA & Italy at Global Credit Union",Albers School of Business and Economics at Seattle University,Leadership,"University of California, Riverside","(47.6038321, -122.3300624)",Washington,King,Seattle,47.603832,-122.330062,53033.0,Oracle,Global Credit Union,"511210 Utility software, computer, packaged","522130 Unions, credit",51,52,Information,73855.595,Finance and Insurance
1556,1556,"Ventura, California, United States",President and Author  at System 1 Search (Ventura) Recruiting,Sales at Biosite,1976–1978,Biochemistry,"University of California, Riverside","(34.4458248, -119.0779359)",California,Ventura,,34.445825,-119.077936,6111.0,System 1 Search (Ventura) Recruiting,Biosite,,541715,,54,,,"Professional, Scientific, and Technical Services"
1557,1557,"San Francisco, California, United States","Director, Customer Marketing and Advocacy at Talkdesk","Director, Customer Marketing at WorkSpan",Maryland University of Integrative Health,"Nutrition and Integrative Health(focus:biochemistry, statistics, nutrigenetics)","University of California, Riverside","(37.7790262, -122.419906)",California,,San Francisco,37.779026,-122.419906,6075.0,Talkdesk,WorkSpan,"511210 Utility software, computer, packaged","541511 Web (i.e., Internet) page design services, custom",51,54,Information,73855.595,"Professional, Scientific, and Technical Services"
1558,1558,"San Francisco, California, United States",Account Executive at Reprise,Account Executive at Iterable,"University of California, Riverside","Finance, General","University of California, Riverside","(37.7790262, -122.419906)",California,,San Francisco,37.779026,-122.419906,6075.0,Reprise,Iterable,443142 Video tape stores,"541511 Web (i.e., Internet) page design services, custom",44-45,54,Retail Trade,56013.266,"Professional, Scientific, and Technical Services"
1559,1559,Los Angeles  ,Director - Implementation  at Tekion Corp,Senior Manager - Implementation at Tekion Corp,"University of California, Riverside",,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Tekion Corp,Tekion Corp,,,,,,,
1560,1560,"San Francisco, California, United States","Senior Product Manager, Safety at Roblox","Senior Product Manager, Safety at PlayStation","University of California, Berkeley",Economics,"University of California, Riverside","(37.7790262, -122.419906)",California,,San Francisco,37.779026,-122.419906,6075.0,Roblox,PlayStation,"511210 Utility software, computer, packaged",,51,,Information,73855.595,
1561,1561,Los Angeles  ,Partner at Arent Fox,Private Equity Operating Partner  at Independent Consultant,Southwestern University School of Law,Law,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Arent Fox,Independent Consultant,541110 Tax law attorneys' private practices,541618 Utilities management consulting services,54,54,"Professional, Scientific, and Technical Services",77645.346,"Professional, Scientific, and Technical Services"
1562,1562,"Milwaukee, Wisconsin, United States",Business Development Manager at Creative Marketing Resources,Director Of Business Development at Lammi Sports Management,University of Wisconsin-Whitewater,Organizational Communication-Coaching,"University of California, Riverside","(43.0349931, -87.922497)",Wisconsin,Milwaukee,Milwaukee,43.034993,-87.922497,55079.0,Creative Marketing Resources,Lammi Sports Management,,,,,,,
1563,1563,Saudi Arabia,"Customer Experience Section Head at National Unified Procurement Company ""NUPCO""","Customer Experience Sr. Specialist at National Unified Procurement Company ""NUPCO""",Indiana University of Pennsylvania,MBA,"University of California, Riverside","(25.6242618, 42.3528328)",,,,25.624262,42.352833,,"National Unified Procurement Company ""NUPCO""","National Unified Procurement Company ""NUPCO""",,,,,,,
1564,1564,"Carlsbad, California, United States",Senior Sales Enablement Program Manager  at PagerDuty,Program Manager Global Enablement  at PagerDuty,"University of California, Riverside","English, History","University of California, Riverside","(33.1580933, -117.3505966)",California,San Diego,Carlsbad,33.158093,-117.350597,6073.0,PagerDuty,PagerDuty,"511210 Utility software, computer, packaged","511210 Utility software, computer, packaged",51,51,Information,73855.595,Information
1565,1565,,,Mechanical Design Engineer - Vehicle Interiors  at Tesla,Oxford Brookes University,Motorsports Engineering,"University of California, Riverside",,,,,,,,,Tesla,,334413 Wafers (semiconductor devices) manufacturing,,31-33,,,Manufacturing
1566,1566,Los Angeles  ,Communications and Events Specialist at Claremont Graduate University,"Alumni Programs Coordinator, University Advancement: Alumni Engagement at University of California, Riverside",Drucker School of Management,"Business Administration, Marketing","University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Claremont Graduate University,"University of California, Riverside",611310 Universities,"923110 University regents or boards, government",61,92,Educational Services,67390.465,
1567,1567,,"Program Coordinator (PI: Theodore P. Beauchaine, PhD) at University of Notre Dame","Intern (PI: Tracy A. Dennis-Tiwary, PhD) at Wise Therapeutics",University of Pennsylvania,Professional Counseling,"University of California, Riverside",,,,,,,,University of Notre Dame,Wise Therapeutics,611310 Universities,,61,,Educational Services,67390.465,
1568,1568,"Irvine, California, United States",Development Engineer I at InBrace,Design Supervisor at InBrace,"University of California, Riverside",Bioengineering,"University of California, Riverside","(33.6856969, -117.8259819)",California,Orange,Irvine,33.685697,-117.825982,6059.0,InBrace,InBrace,,,,,,,
1569,1569,Dallas-Fort Worth ,Commercial Sales Manager at Expel,Inside Sales Manager at Splunk,1990–1994,Business Administration,"University of California, Riverside","(32.7453157, -97.3278313)",Texas,Tarrant,Fort Worth,32.745316,-97.327831,48439.0,Expel,Splunk,423610 Wiring supplies merchant wholesalers,"511210 Utility software, computer, packaged",42,51,Wholesale Trade,68623.359,Information
1570,1570,Los Angeles  ,Talent Sourcer at Signify Technology,"Account Manager at Impact Networking, LLC",University of San Francisco,Sports Management,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Signify Technology,"Impact Networking, LLC","541512 Systems integration design services, computer",541613 Sales management consulting services,54,54,"Professional, Scientific, and Technical Services",77645.346,"Professional, Scientific, and Technical Services"
1571,1571,,Client Onboarding Specialist at Houzz,"Recreation Governing Board Member at University of California, Riverside","University of California, Riverside","Business Administration and Management, General","University of California, Riverside",,,,,,,,Houzz,"University of California, Riverside","541511 Web (i.e., Internet) page design services, custom","923110 University regents or boards, government",54,92,"Professional, Scientific, and Technical Services",77645.346,
1572,1572,"Los Angeles, California, United States",Senior Technical Recruiter at Source Coders,Technical Recruiter at Source Coders,UC Riverside,Psychology,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Source Coders,Source Coders,,,,,,,
1573,1573,,Program Manager at Concourse Federal Group,Project Engineer I at Pankow Builders,"University of California, Berkeley",Civil Engineering - Engineering Project Management,"University of California, Riverside",,,,,,,,Concourse Federal Group,Pankow Builders,541611 Strategic planning consulting services,"236220 Warehouse, industrial, construction",54,23,"Professional, Scientific, and Technical Services",77645.346,Construction
1574,1574,,PMO Analyst at SurePrep LLC,Project Management Intern at Minority Programmers Association,"University of California, Riverside",Computer Science,"University of California, Riverside",,,,,,,,SurePrep LLC,Minority Programmers Association,"541511 Web (i.e., Internet) page design services, custom",,54,,"Professional, Scientific, and Technical Services",77645.346,
1575,1575,United States,Area Business Director at Marinus Pharma,Harvard at Harvard Business Analytics Program,"University of California, Riverside","Business Administration and Management, General","University of California, Riverside","(39.7837304, -100.445882)",,,,39.78373,-100.445882,,Marinus Pharma,Harvard Business Analytics Program,,,,,,,
1576,1576,"Irvine, California, United States","Partner at Palmieri, Tyler et al",,"University of California, Hastings College of the Law",History,"University of California, Riverside","(33.6856969, -117.8259819)",California,Orange,Irvine,33.685697,-117.825982,6059.0,"Palmieri, Tyler et al",,,,,,,,
1577,1577,San Francisco Bay ,,Solutions Specialist at Ubisoft,"University of California, Riverside","Business Administration, Management and Operations","University of California, Riverside","(37.71402905, -122.30779415179862)",California,San Mateo,,37.714029,-122.307794,6081.0,,Ubisoft,,"339930 Walkers, baby (vehicles), manufacturing",,31-33,,,Manufacturing
1578,1578,"Los Angeles, California, United States",Advisory Board Member at Apothēka Systems Inc.,Founder at OptimalPortfolio.org,"University of California, Los Angeles","Finance, Valuation, Strategy, Marketing","University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Apothēka Systems Inc.,OptimalPortfolio.org,"511210 Utility software, computer, packaged",,51,,Information,73855.595,
1579,1579,"Boca Raton, Florida, United States",Laboratory Manager  at Boca Raton Regional Hospital,Hematology Lab Manager at DaVita Kidney Care,Florida Atlantic University,Clinical Laboratory Science/Medical Technology/Technologist,"University of California, Riverside","(26.3586885, -80.0830984)",Florida,Palm Beach,Boca Raton,26.358688,-80.083098,12099.0,Boca Raton Regional Hospital,DaVita Kidney Care,622110 Osteopathic hospitals,621492 Renal dialysis centers and clinics,62,62,Health Care and Social Assistance,76373.049,Health Care and Social Assistance
1580,1580,"Las Vegas, Nevada, United States",Orthopedic Surgeon at Nevada Orthopedic & Spine Center,Medical Corps Officer at US Army,David Geffen School of Medicine at UCLA,Orthopedic Oncology Fellowship,"University of California, Riverside","(36.1672559, -115.148516)",Nevada,Clark,Las Vegas,36.167256,-115.148516,32003.0,Nevada Orthopedic & Spine Center,US Army,"621111 Walk-in physicians' offices (e.g., centers, clinics)",928110 Navy,62,92,Health Care and Social Assistance,76373.049,
1581,1581,Los Angeles  ,Interim Deputy Chief Operating Officer at Metrolink,"Senior Manager, Train Control Onboard Systems at Metrolink",University of Southern California,Mechanical Engineering,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Metrolink,Metrolink,"488999 Vanpools, arrangement of","488999 Vanpools, arrangement of",48-49,48-49,Transportation and Warehousing,65503.789,Transportation and Warehousing
1582,1582, Tokyo ,"Manager, Client Services at AlphaSights","Associate, Client Service Team at AlphaSights","University of California, Riverside",Marketing,"University of California, Riverside","(35.6828387, 139.7594549)",,,東京都,35.682839,139.759455,,AlphaSights,AlphaSights,561499 Videoconferencing services,561499 Videoconferencing services,56,56,Administrative and Support and Waste Management and Remediation Services,64366.438,Administrative and Support and Waste Management and Remediation Services
1583,1583,San Diego  ,"Lead Recruitment, Admissions, and Communications  at King Abdullah University of Science and Technology",Associate Director of International Student Admissions at Hollins University,2014–2016,International Education,"University of California, Riverside","(32.7174202, -117.1627728)",California,San Diego,San Diego,32.71742,-117.162773,6073.0,King Abdullah University of Science and Technology,Hollins University,541720 Sociology research and development services,611310 Universities,54,61,"Professional, Scientific, and Technical Services",77645.346,Educational Services
1584,1584,Los Angeles  ,Sr. Financial Analyst at Drybar,"Financial Analyst, FP&A at GES - Global Experience Specialists","University of California, Riverside",Business Administration – Finance,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Drybar,GES - Global Experience Specialists,533110 Trademark licensing,,53,,Real Estate and Rental and Leasing,60268.137,
1585,1585, Chicago ,"Anesthesiologist at NorthStar Anesthesia, P.A.",Anesthesiology Resident at Rush University Medical Center,University of Illinois Urbana-Champaign,Biology,"University of California, Riverside","(41.8755616, -87.6244212)",Illinois,Cook,Chicago,41.875562,-87.624421,17031.0,"NorthStar Anesthesia, P.A.",Rush University Medical Center,"621111 Walk-in physicians' offices (e.g., centers, clinics)",622110 Osteopathic hospitals,62,62,Health Care and Social Assistance,76373.049,Health Care and Social Assistance
1586,1586,,People Operations Generalist at MOLOCO,Recruiting Ops & People Programs at MOLOCO,"University of California, Riverside",Sociology/Business Admin (Human Resources Management),"University of California, Riverside",,,,,,,,MOLOCO,MOLOCO,,,,,,,
1587,1587,"Pasadena, California, United States",Sales Associate at POURED Staffing Solutions,Referee at U.S. Soccer Federation,"University of California, Riverside",Business/Managerial Economics,"University of California, Riverside","(34.1476452, -118.1444779)",California,Los Angeles,Pasadena,34.147645,-118.144478,6037.0,POURED Staffing Solutions,U.S. Soccer Federation,,,,,,,
1588,1588,San Francisco Bay ,Sales Engineer at Smartsheet,Business Development Rep at SetSail,"University of California, Riverside",Business Administration: Information Systems,"University of California, Riverside","(37.71402905, -122.30779415179862)",California,San Mateo,,37.714029,-122.307794,6081.0,Smartsheet,SetSail,518210 Web hosting,"541511 Web (i.e., Internet) page design services, custom",51,54,Information,73855.595,"Professional, Scientific, and Technical Services"
1589,1589,Los Angeles  ,Chief Technology Officer at Enervee,Director of Program Management at Linq3 Technologies,"University of California, Riverside",Business Economics,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Enervee,Linq3 Technologies,518210 Web hosting,,51,,Information,73855.595,
1590,1590,San Francisco Bay ,"CEO at Boddy and Mind Business Consulting, LLC",Human Resources Manager at Sequoia Living,La Sierra University,Business Administration; Human Resources Management,"University of California, Riverside","(37.71402905, -122.30779415179862)",California,San Mateo,,37.714029,-122.307794,6081.0,"Boddy and Mind Business Consulting, LLC",Sequoia Living,,"623311 Retirement communities, continuing care",,62,,,Health Care and Social Assistance
1591,1591," Fayetteville, AR ",Principal Solutions Architect at Veracode,"Manager, Solutions Architecture, SE, & Security Advisor at RiskRecon, a MasterCard company at RiskRecon","University of California, Riverside",English,"University of California, Riverside","(36.0625843, -94.1574328)",Arkansas,Washington,Fayetteville,36.062584,-94.157433,5143.0,Veracode,RiskRecon,561621 Security system monitoring services,"541511 Web (i.e., Internet) page design services, custom",56,54,Administrative and Support and Waste Management and Remediation Services,64366.438,"Professional, Scientific, and Technical Services"
1592,1592,"Chicago, Illinois, United States",Chief Executive Officer at Early Autism Services,Chief Operations Officer at Comprehensive Early Autism Services,Florida Institute of Technology,Applied Behavior Analysis,"University of California, Riverside","(41.8755616, -87.6244212)",Illinois,Cook,Chicago,41.875562,-87.624421,17031.0,Early Autism Services,Comprehensive Early Autism Services,621610 Visiting nurse associations,,62,,Health Care and Social Assistance,76373.049,
1593,1593,"Los Angeles, California, United States",Director Of Engineering at Narvar,CTO & Co-Founder at Behold,"University of California, Riverside",Sociology,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Narvar,Behold,"541512 Systems integration design services, computer","337122 Water bed frames, wood, manufacturing",54,31-33,"Professional, Scientific, and Technical Services",77645.346,Manufacturing
